渭南,生产,渭南市,特殊膳食食品,整装,陕西省产品质量监督检验研究院,Whether_qualified是否合格
内黄县,经营,碑林,豆制品,整装,陕西省产品质量监督检验研究院,合格
重庆,经营,碑林,豆制品,整装,陕西省产品质量监督检验研究院,合格
西安,经营,未央,蔬菜制品,整装,陕西省产品质量监督检验研究院,合格
郴州,经营,碑林,蔬菜制品,整装,陕西省产品质量监督检验研究院,合格
枣庄,经营,碑林,豆制品,整装,陕西省产品质量监督检验研究院,合格
郴州,经营,碑林,蔬菜制品,整装,陕西省产品质量监督检验研究院,合格
昆明,经营,碑林,肉制品,整装,陕西省产品质量监督检验研究院,合格
贵德,经营,碑林,蜂产品,整装,陕西省产品质量监督检验研究院,合格
德州,经营,碑林,豆制品,整装,陕西省产品质量监督检验研究院,合格
西安,经营,长安,乳制品,整装,陕西省产品质量监督检验研究院,合格
吉林,经营,碑林,蔬菜制品,整装,陕西省产品质量监督检验研究院,合格
吉林,经营,碑林,蔬菜制品,整装,陕西省产品质量监督检验研究院,合格
渭南,经营,未央,乳制品,整装,陕西省产品质量监督检验研究院,合格
西安,经营,未央,豆制品,散装,陕西省产品质量监督检验研究院,合格
西安,经营,未央,豆制品,散装,陕西省产品质量监督检验研究院,合格
渭南,经营,未央,糕点,整装,陕西省产品质量监督检验研究院,合格
马鞍山,经营,未央,豆制品,整装,陕西省产品质量监督检验研究院,合格
安阳,经营,未央,豆制品,整装,陕西省产品质量监督检验研究院,合格
宝鸡,经营,未央,肉制品,整装,陕西省产品质量监督检验研究院,合格
眉山,经营,雁塔,蔬菜制品,整装,陕西省产品质量监督检验研究院,合格
贵德,经营,碑林,蜂产品,整装,陕西省产品质量监督检验研究院,合格
成都,经营,周至,乳制品,整装,陕西省产品质量监督检验研究院,合格
成都,经营,未央,肉制品,整装,陕西省产品质量监督检验研究院,合格
庆阳,经营,周至,糕点,整装,陕西省产品质量监督检验研究院,合格
内黄,经营,碑林,豆制品,整装,陕西省产品质量监督检验研究院,合格
西安,经营,碑林,糕点,整装,陕西省产品质量监督检验研究院,合格
贵德,经营,碑林,蜂产品,整装,陕西省产品质量监督检验研究院,合格
延津,经营,碑林,糕点,整装,陕西省产品质量监督检验研究院,合格
上海,经营,新城,肉制品,整装,陕西省产品质量监督检验研究院,合格
达州,经营,长安,肉制品,整装,陕西省产品质量监督检验研究院,合格
安顺,经营,长安,肉制品,整装,陕西省产品质量监督检验研究院,合格
渭南,经营,长安,乳制品,整装,陕西省产品质量监督检验研究院,合格
西安,经营,长安,乳制品,整装,陕西省产品质量监督检验研究院,合格
安康,经营,碑林,豆制品,整装,陕西省产品质量监督检验研究院,合格
汤阴县,经营,户县,豆制品,整装,陕西省产品质量监督检验研究院,合格
榆林,经营,户县,豆制品,整装,陕西省产品质量监督检验研究院,合格
芜湖,经营,户县,豆制品,整装,陕西省产品质量监督检验研究院,合格
芜湖,经营,户县,豆制品,整装,陕西省产品质量监督检验研究院,合格
西安,经营,未央,豆制品,散装,陕西省产品质量监督检验研究院,合格
西安,经营,未央,豆制品,散装,陕西省产品质量监督检验研究院,合格
西安,经营,未央,豆制品,散装,陕西省产品质量监督检验研究院,合格
